-,-,-
-23, -22, 1000
-31, -45, 998
-21, -30, 1002
-21, -30, 1002
-22, -20, 999
-30, -46, 1000
-22, 3, 998
-22, -6, 1000
-26, -30, 1002
-26, -30, 1002
-25, -37, 1000
-20, 4, 995
-16, 6, 999
-18, -1, 1001
-18, -1, 1001
-23, -18, 1000
-23, -18, 998
-23, -18, 1000
-20, -19, 1000
-22, -18, 999
-25, -18, 1000
-25, -18, 1000
-26, -18, 1000
-23, -18, 1001
-24, -18, 1000
-24, -19, 998
-23, -19, 1001
-23, -18, 1000
-24, -18, 999
-24, -18, 999
-24, -18, 999
-23, -18, 1000
-25, -17, 1000
-24, -19, 1000
-23, -20, 1001
-23, -20, 1001
-23, -19, 999
-23, -19, 999
-22, -18, 1000
-24, -18, 1000
-23, -18, 1000
-23, -18, 1000
-23, -19, 999
-23, -19, 999
-23, -18, 1000
-22, -18, 1000
-24, -19, 1001
-23, -19, 1000
-23, -18, 1000
-25, -18, 1000
-25, -18, 1000
-24, -18, 1001
-23, -18, 1000
-23, -18, 1000
-24, -19, 1000
-24, -18, 1001
-23, -18, 1000
-22, -22, 1001
-22, -22, 1001
-20, -20, 1000
-20, -19, 1000
-39, -58, 1001
-24, -33, 1001
-20, 12, 998
-20, -4, 1002
-20, -4, 1002
-22, -9, 1000
-22, -16, 1000
-24, -18, 1000
-24, -20, 1001
-24, -23, 1000
-24, -28, 1000
-24, -28, 1000
-24, 1, 1001
-22, -20, 1001
-,-,-
-25, -21, 1006
-23, -18, 1000
-22, -18, 1001
-22, -18, 1001
-23, -17, 1001
-25, -18, 1002
-25, -18, 1002
-24, -19, 1001
-25, -37, 1002
-30, -39, 1000
-24, -25, 1002
-25, -24, 1001
-25, -24, 1001
-27, -35, 1001
-19, -64, 1002
-15, 29, 997
-23, -5, 1006
-21, 31, 1000
-21, 31, 1000
-23, -12, 1001
-23, -18, 1002
-25, -18, 1001
-24, -18, 1002
-25, -18, 1001
-23, -18, 1001
-24, -17, 1002
-24, -17, 1002
-20, -16, 1001
-25, -18, 1001
-25, -19, 1002
-25, -20, 1002
-24, -18, 1001
-24, -18, 1001
-22, -18, 1002
-22, -18, 1002
-22, -18, 1002
-23, -17, 1002
-24, -18, 1002
-25, -18, 1002
-24, -18, 1001
-24, -18, 1002
-24, -17, 1001
-24, -17, 1001
-23, -17, 1001
-26, -18, 1003
-24, -18, 1001
-23, -18, 1001
-23, -18, 1002
-24, -17, 1001
-23, -18, 1002
